Deal ID,Balance Off Balance,Main Type,Deal Type,Pay Recieve,Underlying,CCY,Notional,Maturity Date,Interest Type,Interest Change Date,Interest change N,Interest change freq,Interest percent,NPL-DELTA ILS,Portfolio,GAMMA ILS,VEGA ILS,Couterparty
00110204008602955100D003756594200Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,"100,000,000",27/10/2020,F,, ,0,0.02,"107,313,201",0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,CPE,"-30,121,455",27/04/2022,F,, ,0,0.00,"-28,944,513",0,,,BANK_Y
00110204008602955100D003762563100Y2050,Offbalance,FXSWP,CIRS      ,1,FX,ILS,"30,000,000",27/04/2022,F,, ,0,0.02,"31,958,382",0,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,ILS,"-150,000,000",23/08/2018,F,,0,0,0.00,"-148,825,267",DROOM     ,,,BANK_Y
SWFS0000000000000000000000000000000124,Offbalance,FXSWP,SWFS      ,1,FX,CPE,"150,000,000",23/08/2018,F,,0,0,0.00,"148,433,936",DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,ILS,"-100,000,000",27/10/2020,F,,0,0,0.02,"-103,713,374",DROOM     ,,,BANK_Y
SWFP0000000000000000000000000000000044,Offbalance,FXSWP,SWFP      ,1,FX,CPE,"100,000,000",27/10/2020,F,,0,0,0.00,"97,381,532",DROOM     ,,,BANK_Y
2.24151E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,"-64,359,375",30/09/2027,F,,0,0,0.06,"-89,914,232",ILS_FRA_NE,,,BANK_Y
2.24151E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,"18,750,000",30/09/2027,F,,0,0,0.06,"102,612,120",ILS_FRA_NE,,,BANK_Y
2.24314E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,"-25,000,000",26/03/2020,V,28/12/2016,Q,1,0.01,"-93,974,289",ILS_FRA_NE,,,BANK_Y
2.24314E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,"93,750,000",26/03/2020,V,28/12/2016,Q,1,-0.01,"92,443,430",ILS_FRA_NE,,,BANK_Y
2.18085E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,"-85,900,000",26/06/2019,V,28/12/2016,Q,1,0.00,"-85,217,114",ILS_FRA_NE,,,BANK_Y
2.18085E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,"25,000,000",26/06/2019,V,28/12/2016,Q,1,0.01,"93,974,289",ILS_FRA_NE,,,BANK_Y
1.8645E+28,Offbalance,FXSWP,IRS       ,1,FX,ILS,"-93,750,000",26/03/2020,V,26/12/2016,Q,1,-0.01,"-92,441,831",DROOM     ,,,BANK_Y
1.8645E+28,Offbalance,FXSWP,IRS       ,1,FX,USD,"25,000,000",26/03/2020,V,27/12/2016,Q,1,0.01,"93,975,532",DROOM     ,,,BANK_Y
2.14899E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,"-150,000,000",5/1/2017,F,,0,0,0.01, -   ,INT_OPTS  ,6400,3200,BANK_Y
2.14899E+28,Offbalance,SWPTN,SWOS_PUT  ,1,IR,ILS,"150,000,000",5/1/2017,V,9/1/2017,Q,1,0.00, -   ,INT_OPTS  ,6500,1200,BANK_Y
2.14899E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"-150,000,000",5/1/2017,V,9/1/2017,Q,1,0.00,,INT_OPTS  ,6600,3200,BANK_Y
2.14899E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"150,000,000",5/1/2017,F,,0,0,0.01,,INT_OPTS  ,6700,1400,BANK_Y
2.15261E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"-300,000,000",16/01/2017,V,18/01/2017,Q,1,0.00,,INT_OPTS  ,6800,-1500,BANK_Y
2.15261E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"300,000,000",16/01/2017,F,,0,0,0.01,,INT_OPTS  ,6900,-1800,BANK_Y
2.15276E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"-200,000,000",16/01/2017,V,18/01/2017,Q,1,0.00,,INT_OPTS  ,7000,4000,BANK_Y
2.15276E+28,Offbalance,SWPTN,SWOS_CALL ,1,IR,ILS,"200,000,000",16/01/2017,F,,0,0,0.01,,INT_OPTS  ,7100,3300,BANK_Y
70,,,,,,,"41,063,162",,,,,,,"207,494,870",,,,
