N,DEAL_ID,ON_OFF_BALANCE,DEAL_TYPE,PROD_TYPE,PAY_RECIEVE,CCY,NOTIONAL,MATURITY_DATE,INTEREST_TYPE,FIXING_DATE,INT_CHANGE_FREQ,INT_CHAGE_TERM,INT_PRE,NPV_DELTA_ILS,NETED,NETED_ID,Portfolio,NETTING_COUNTER,CONTRACT_MAT_DATE,validity date
6264,2.46E+28,Offbalance,FXOUT,FWDP      ,1,USD,"100,000.00",20/02/2019,,,,0,0,"356,193.84",1,2.46E+28,SALES_I   ,1,,
6265,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-1,000,000.00",19/02/2019,,,,0,0,"-10,448,230.26",0,,I_OPT_HEDG,,,
6266,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"3,700,000.00",19/02/2019,,,,0,0,"10,726,540.50",0,,I_OPT_HEDG,,,
6267,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-3,250,000.00",14/11/2018,,,,0,0,"-1,300.00",0,,I_OPT_HEDG,,,
6268,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"1,000,000.00",14/11/2018,,,,0,0,"1,441.60",0,,I_OPT_HEDG,,,
6269,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-500,000.00",19/02/2019,,,,0,0,"-5,727,347.06",1,00000000025444540000000000E00000000800,I_OPT_HEDG,1,,
6270,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"1,875,000.00",19/02/2019,,,,0,0,"5,959,365.00",0,,I_OPT_HEDG,,,
6271,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-300,000.00",19/02/2019,,,,0,0,"-3,134,469.08",0,,I_OPT_HEDG,,,
6272,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"1,110,000.00",19/02/2019,,,,0,0,"3,217,962.15",0,,I_OPT_HEDG,,,
6273,2.46E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-25,000,000.00",5/12/2018,,,,0,0,"-89,558,717.37",1,2.48E+28,SALES_I   ,1,,
6274,2.46E+28,Offbalance,FXOUT,FWDS      ,1,JPY,"2,604,675,000.00",5/12/2018,,,,0,0,"84,766,543.20",0,,SALES_I   ,,,
6275,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-7,700,000.00",30/01/2019,,,,0,0,"-34,171,641.35",1,2.46E+28,I_OPT_HEDG,1,,
6276,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"27,104,000.00",30/01/2019,,,,0,0,"33,375,188.00",0,,I_OPT_HEDG,,,
6277,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-26,334,000.00",30/01/2019,,,,0,0,"-11,770,270.97",0,,I_OPT_HEDG,,,
6278,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"7,700,000.00",30/01/2019,,,,0,0,"12,403,525.32",1,2.46E+28,I_OPT_HEDG,1,,
6279,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-7,700,000.00",31/12/2018,,,,0,0,"-30,788,680.08",0,,I_OPT_HEDG,,,
6280,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"27,104,000.00",31/12/2018,,,,0,0,"30,071,074.88",0,,I_OPT_HEDG,,,
6281,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-26,334,000.00",31/12/2018,,,,0,0,"-8,604,423.83",0,,I_OPT_HEDG,,,
6282,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"7,700,000.00",31/12/2018,,,,0,0,"9,067,351.89",1,2.46E+28,I_OPT_HEDG,1,,
6283,2.46E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-7,700,000.00",31/12/2018,,,,0,0,"-56,942,116.28",1,2.46E+28,I_OPT_HEDG,1,,
6284,2.46E+28,Offbalance,FXOP,CALLS     ,1,ILS,"27,412,000.00",31/12/2018,,,,0,0,"56,246,929.51",0,,I_OPT_HEDG,,,
6285,2.46E+28,Offbalance,FXOP,CALLS     ,-1,USD,"-7,700,000.00",30/01/2019,,,,0,0,"-57,459,474.44",0,,I_OPT_HEDG,,,
6286,2.46E+28,Offbalance,FXOP,CALLS     ,1,ILS,"27,335,000.00",30/01/2019,,,,0,0,"56,598,538.92",0,,I_OPT_HEDG,,,
6287,2.46E+28,Offbalance,FXOP,PUTS      ,-1,JPY,"-26,250,000.00",19/02/2019,,,,0,0,"-241,582.70",1,2.46E+28,CLS_OPTION,1,,
6288,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"250,000.00",19/02/2019,,,,0,0,"254,794.69",1,2.46E+28,CLS_OPTION,1,,
6289,2.46E+28,Offbalance,FXOP,PUTS      ,-1,JPY,"-52,500,000.00",19/02/2019,,,,0,0,"-483,165.39",1,2.46E+28,CLS_OPTION,1,,
6290,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"500,000.00",19/02/2019,,,,0,0,"509,589.38",1,00000000024002800000000000E00000000800,CLS_OPTION,1,,
6291,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-250,000.00",19/02/2019,,,,0,0,"-254,794.69",1,2.46E+28,SALES_I   ,1,,
6292,2.46E+28,Offbalance,FXOP,PUTP      ,1,JPY,"26,250,000.00",19/02/2019,,,,0,0,"241,582.70",1,2.46E+28,SALES_I   ,1,,
6293,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-500,000.00",19/02/2019,,,,0,0,"-509,589.38",0,,SALES_I   ,,,
6294,2.46E+28,Offbalance,FXOP,PUTP      ,1,JPY,"52,500,000.00",19/02/2019,,,,0,0,"483,165.39",1,2.46E+28,SALES_I   ,1,,
6295,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-10,000,000.00",19/11/2018,,,,0,0,"-1,026,383.16",1,00000000025005770000000000E00000000800,CLS_IOHEDG,1,,
6296,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"33,560,000.00",19/11/2018,,,,0,0,"955,755.24",0,,CLS_IOHEDG,,,
6297,2.46E+28,Offbalance,FXOUT,FWDP      ,-1,ILS,"-10,395,000.00",21/11/2018,,,,0,0,"-10,392,655.86",0,,I_OPT_HEDG,,,
6298,2.46E+28,Offbalance,FXOUT,FWDP      ,1,USD,"3,000,000.00",21/11/2018,,,,0,0,"10,757,727.15",0,,I_OPT_HEDG,,,
6299,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-21,896,000.00",30/11/2018,,,,0,0,"-17,056.98",0,,I_OPT_HEDG,,,
6300,2.46E+28,Offbalance,FXOP,CALLP     ,1,EUR,"4,600,000.00",30/11/2018,,,,0,0,"15,092.92",1,2.46E+28,I_OPT_HEDG,1,,
6301,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-4,600,000.00",30/11/2018,,,,0,0,"-72,943,861.75",1,2.46E+28,I_OPT_HEDG,1,,
6302,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"20,240,000.00",30/11/2018,,,,0,0,"76,201,474.80",0,,I_OPT_HEDG,,,
6303,2.46E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-4,600,000.00",30/11/2018,,,,0,0,"-2,667,494.83",1,2.46E+28,I_OPT_HEDG,1,,
6304,2.46E+28,Offbalance,FXOP,CALLS     ,1,ILS,"20,654,000.00",30/11/2018,,,,0,0,"2,843,622.07",0,,I_OPT_HEDG,,,
6305,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-19,780,000.00",30/11/2018,,,,0,0,"-59,665,024.96",0,,I_OPT_HEDG,,,
6306,2.46E+28,Offbalance,FXOP,PUTS      ,1,EUR,"4,600,000.00",30/11/2018,,,,0,0,"58,442,585.73",1,2.46E+28,I_OPT_HEDG,1,,
6307,2.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-20,000,000.00",21/02/2028,F,,0,0,0.0189,"-19,931,523.54",1,2.46E+28,ILS_FRA_NE,1,,
6308,2.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"20,000,000.00",21/02/2028,V,21/11/2018,Q,1,0.001,"20,000,630.63",1,2.54E+28,ILS_FRA_NE,1,,
6309,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-9,200,000.00",19/02/2019,,,,0,0,"-1,344,800.80",0,,I_OPT_HEDG,,,
6310,2.46E+28,Offbalance,FXOP,CALLP     ,1,EUR,"2,000,000.00",19/02/2019,,,,0,0,"1,231,340.54",0,,I_OPT_HEDG,,,
6311,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-100,000,000.00",24/02/2020,V,22/05/2019,Q,1,0.0267,"-712,086,505.87",0,,CY_BONDTRA,,,
6312,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"100,000,000.00",24/02/2020,F,,0,0,0.0274,"711,479,566.79",0,,CY_BONDTRA,,,
6313,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-52,000,000.00",24/02/2020,V,22/05/2019,Q,1,0.0267,"-370,284,983.05",0,,CY_BONDTRA,,,
6314,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"52,000,000.00",24/02/2020,F,,0,0,0.0275,"369,971,195.74",0,,CY_BONDTRA,,,
6315,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-8,000,000.00",19/12/2018,,,,0,0,"-19,578,259.01",0,,I_OPT_HEDG,,,
6316,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"32,400,000.00",19/12/2018,,,,0,0,"18,825,696.00",0,,I_OPT_HEDG,,,
6317,2.46E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-10,000,000.00",22/02/2019,,,,0,0,"-35,613,747.14",1,2.51E+28,SALES_I   ,1,,
6318,2.46E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"34,255,000.00",22/02/2019,,,,0,0,"34,233,377.56",0,,SALES_I   ,,,
6319,2.46E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-800,000.00",28/03/2019,,,,0,0,"-2,841,549.83",0,,SALES_I   ,,,
6320,2.46E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"2,736,400.00",28/03/2019,,,,0,0,"2,734,059.45",0,,SALES_I   ,,,
6321,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-1,000,000.00",19/02/2019,,,,0,0,"-11,454,694.11",0,,I_OPT_HEDG,,,
6322,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"3,750,000.00",19/02/2019,,,,0,0,"11,918,730.00",0,,I_OPT_HEDG,,,
6323,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-3,300,000.00",16/11/2018,,,,0,0,"-12,249.60",0,,I_OPT_HEDG,,,
6324,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"1,000,000.00",16/11/2018,,,,0,0,"13,378.05",0,,I_OPT_HEDG,,,
6325,2.46E+28,Offbalance,FXOP,CALLS     ,-1,EUR,"-10,000,000.00",20/12/2018,,,,0,0,"-41,807,572.11",1,2.46E+28,CLS_IOHEDG,1,,
6326,2.46E+28,Offbalance,FXOP,CALLS     ,1,ILS,"43,345,000.00",20/12/2018,,,,0,0,"43,024,507.07",1,2.46E+28,CLS_IOHEDG,1,,
6327,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-43,345,000.00",20/12/2018,,,,0,0,"-139,540,125.05",1,2.46E+28,CLS_IOHEDG,1,,
6328,2.46E+28,Offbalance,FXOP,PUTS      ,1,EUR,"10,000,000.00",20/12/2018,,,,0,0,"135,593,275.51",1,2.46E+28,CLS_IOHEDG,1,,
6329,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-17,000,000.00",20/12/2018,,,,0,0,"-31,695,330.91",1,2.46E+28,CLS_IOHEDG,1,,
6330,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"68,416,500.00",20/12/2018,,,,0,0,"30,285,111.06",0,,CLS_IOHEDG,,,
6331,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-79,874,500.00",20/12/2018,,,,0,0,"-702,096.86",0,,CLS_IOHEDG,,,
6332,2.46E+28,Offbalance,FXOP,CALLP     ,1,EUR,"17,000,000.00",20/12/2018,,,,0,0,"629,384.22",1,2.46E+28,CLS_IOHEDG,1,,
6333,2.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-4,000,000.00",22/02/2027,V,22/02/2019,M,6,-0.0027,"-16,847,600.00",0,,CY_BONDTRA,,,
6334,2.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"4,000,000.00",22/02/2027,F,,0,0,0.0104,"17,383,588.66",0,,CY_BONDTRA,,,
6335,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-13,500,000.00",20/12/2018,,,,0,0,"-12,339.00",1,2.54E+28,I_OPT_HEDG,1,,
6336,2.46E+28,Offbalance,FXOP,CALLP     ,1,SEK,"30,000,000.00",20/12/2018,,,,0,0,"10,858.32",1,2.54E+28,I_OPT_HEDG,1,,
6337,2.46E+28,Offbalance,FXOP,CALLS     ,-1,SEK,"-30,000,000.00",20/12/2018,,,,0,0,"-10,858.32",1,2.54E+28,CLS_IOHEDG,1,,
6338,2.46E+28,Offbalance,FXOP,CALLS     ,1,ILS,"13,500,000.00",20/12/2018,,,,0,0,"12,339.00",1,2.54E+28,CLS_IOHEDG,1,,
6339,2.46E+28,Offbalance,FXOUT,FWDP      ,-1,JPY,"-1,573,665,000.00",5/12/2018,,,,0,0,"-51,213,353.76",0,,SALES_I   ,,,
6340,2.46E+28,Offbalance,FXOUT,FWDP      ,1,USD,"15,000,000.00",5/12/2018,,,,0,0,"53,735,230.41",0,,SALES_I   ,,,
6341,2.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-6,000,000.00",23/02/2027,V,25/02/2019,M,6,-0.0027,"-25,271,400.00",0,,CY_BONDTRA,,,
6342,2.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"6,000,000.00",23/02/2027,F,,0,0,0.0104,"26,060,830.69",0,,CY_BONDTRA,,,
6343,2.46E+28,Offbalance,FXOUT,FWDS      ,-1,USD,"-1,627,500.00",17/10/2018,,,,0,0,"-5,849,753.17",0,,SALES_I   ,,,
6344,2.46E+28,Offbalance,FXOUT,FWDS      ,1,ILS,"5,631,150.00",17/10/2018,,,,0,0,"5,630,436.58",0,,SALES_I   ,,,
6345,2.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-150,000,000.00",24/02/2020,F,,0,0,0.0028,"-149,992,698.02",0,,ILS_FRA_NE,,,
6346,2.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"150,000,000.00",24/02/2020,V,23/11/2018,Q,1,0.001,"150,003,872.67",0,,ILS_FRA_NE,,,
6347,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",11/1/2027,V,10/10/2018,Q,1,0.0233,"-18,086,578.89",1,2.42E+28,DROOM     ,1,,
6348,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",11/1/2027,F,,0,0,0.0288,"18,047,731.73",1,2.47E+28,DROOM     ,1,,
6349,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",11/1/2028,V,11/10/2018,Q,1,0.0233,"-10,851,322.67",1,1.26E+28,DROOM     ,1,,
6350,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",11/1/2028,F,,0,0,0.029,"10,834,284.83",1,2.46E+28,DROOM     ,1,,
6351,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",11/1/2028,V,11/10/2018,Q,1,0.0233,"-10,851,322.67",1,2.33E+28,DROOM     ,1,,
6352,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",11/1/2028,F,,0,0,0.029,"10,834,284.83",1,2.46E+28,DROOM     ,1,,
6353,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",11/1/2028,F,,0,0,0.029,"-10,831,149.31",1,2.46E+28,CY_BONDTRA,1,,
6354,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",11/1/2028,V,11/10/2018,Q,1,0.0233,"10,851,322.67",0,,CY_BONDTRA,,,
6355,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-3,000,000.00",11/1/2028,F,,0,0,0.029,"-10,831,149.31",1,2.46E+28,CY_BONDTRA,1,,
6356,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"3,000,000.00",11/1/2028,V,11/10/2018,Q,1,0.0233,"10,851,322.67",0,,CY_BONDTRA,,,
6357,2.46E+28,Offbalance,FXOUT,SWFS      ,-1,USD,"-295,790.00",26/12/2018,,,,0,0,"-1,058,050.97",0,,SALES_I   ,,,
6358,2.46E+28,Offbalance,FXOUT,SWFS      ,1,ILS,"1,013,080.75",26/12/2018,,,,0,0,"1,012,723.78",0,,SALES_I   ,,,
6359,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",23/02/2028,F,,0,0,0.0291,"-17,998,488.88",0,,INT_OPTS  ,,,
6360,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",23/02/2028,V,23/11/2018,Q,1,0.0231,"18,032,843.25",1,2.47E+28,INT_OPTS  ,1,,
6361,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",23/02/2028,V,23/11/2018,Q,1,0.0231,"-18,032,843.25",1,2.35E+28,INT_OPTS  ,1,,
6362,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",23/02/2028,F,,0,0,0.0287,"17,941,947.05",1,2.46E+28,INT_OPTS  ,1,,
6363,2.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-39,000,000.00",23/02/2028,F,,0,0,0.0187,"-38,769,147.53",0,,ILS_FRA_NE,,,
6364,2.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"39,000,000.00",23/02/2028,V,23/11/2018,Q,1,0.001,"39,001,006.90",0,,ILS_FRA_NE,,,
6365,2.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-72,000,000.00",23/02/2023,V,23/11/2018,Q,1,0.001,"-72,001,858.89",0,,ILS_FRA_NE,,,
6366,2.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"72,000,000.00",23/02/2023,F,,0,0,0.0092,"71,609,900.13",1,2.47E+28,ILS_FRA_NE,1,,
6367,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-11,000,000.00",23/02/2028,F,,0,0,0.0292,"-39,626,136.81",0,,CY_BONDTRA,,,
6368,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"11,000,000.00",23/02/2028,V,23/11/2018,Q,1,0.0231,"39,672,255.14",1,2.25E+28,CY_BONDTRA,1,,
6369,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,000,000.00",11/1/2027,F,,0,0,0.0288,"-18,044,343.36",0,,CY_BONDTRA,,,
6370,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,000,000.00",11/1/2027,V,10/10/2018,Q,1,0.0233,"18,086,578.89",1,2.46E+28,CY_BONDTRA,1,,
6371,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-104,000,000.00",26/02/2020,V,28/05/2019,Q,1,0.0268,"-740,327,278.21",0,,CY_BONDTRA,,,
6372,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"104,000,000.00",26/02/2020,F,,0,0,0.0278,"739,830,398.66",0,,CY_BONDTRA,,,
6373,2.46E+28,Offbalance,FXOUT,FWDP      ,-1,USD,"-409,088.00",14/09/2018,,,,0,0,"-1,473,309.87",0,,SALES_I   ,,,
6374,2.46E+28,Offbalance,FXOUT,FWDP      ,1,NZD,"559,199.52",14/09/2018,,,,0,0,"1,338,335.15",1,2.52E+28,SALES_I   ,1,,
6375,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,700,000.00",28/02/2028,F,,0,0,0.0295,"-20,579,349.86",0,,CY_BONDTRA,,,
6376,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,700,000.00",28/02/2028,V,26/11/2018,Q,1,0.0231,"20,550,474.03",0,,CY_BONDTRA,,,
6377,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-26,000,000.00",12/9/2018,,,,0,0,,1,2.50E+28,I_OPT_HEDG,1,,
6378,2.46E+28,Offbalance,FXOP,CALLP     ,1,GBP,"5,000,000.00",12/9/2018,,,,0,0,,1,2.50E+28,I_OPT_HEDG,1,,
6379,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-26,000,000.00",26/09/2018,,,,0,0,-130,1,2.50E+28,I_OPT_HEDG,1,,
6380,2.46E+28,Offbalance,FXOP,CALLP     ,1,GBP,"5,000,000.00",26/09/2018,,,,0,0,117.35,1,2.50E+28,I_OPT_HEDG,1,,
6381,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",22/01/2019,,,,0,0,"-11,817,959.62",1,2.52E+28,I_OPT_HEDG,1,,
6382,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,300,000.00",22/01/2019,,,,0,0,"12,065,155.00",0,,I_OPT_HEDG,,,
6383,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-1,000,000.00",20/12/2018,,,,0,0,"-12,315,212.32",1,2.52E+28,I_OPT_HEDG,1,,
6384,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"4,300,000.00",20/12/2018,,,,0,0,"12,572,808.70",0,,I_OPT_HEDG,,,
6385,2.46E+28,Offbalance,FXOP,PUTP      ,-1,EUR,"-500,000.00",20/05/2019,,,,0,0,"-5,333,215.18",1,2.52E+28,I_OPT_HEDG,1,,
6386,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"2,150,000.00",20/05/2019,,,,0,0,"5,444,769.65",0,,I_OPT_HEDG,,,
6387,2.46E+28,Offbalance,FXSWP,IRS_CPI   ,-1,CPE,"-152,102,101.50",22/02/2019,F,,0,0,0,"-151,906,233.03",0,,ILS_CPINOM,,,
6388,2.46E+28,Offbalance,FXSWP,IRS_CPI   ,1,ILS,"150,000,000.00",22/02/2019,F,,0,0,0.0064,"150,864,711.02",0,,ILS_CPINOM,,,
6389,2.46E+28,Offbalance,IRSWP,IRS       ,-1,ILS,"-1,000,000,000.00",26/02/2019,F,,0,0,0.0014,"-1,000,695,672.71",0,,ILS_FRA_NE,,,
6390,2.46E+28,Offbalance,IRSWP,IRS       ,1,ILS,"1,000,000,000.00",26/02/2019,V,26/11/2018,Q,1,0.001,"1,000,014,440.40",0,,ILS_FRA_NE,,,
6391,2.46E+28,Offbalance,FXSWP,IRS_CPI   ,-1,ILS,"-100,000,000.00",22/02/2019,F,,0,0,0.006,"-100,536,499.26",0,,DROOM     ,,,
6392,2.46E+28,Offbalance,FXSWP,IRS_CPI   ,1,CPE,"101,401,401.00",22/02/2019,F,,0,0,0,"101,270,822.02",0,,DROOM     ,,,
6393,2.46E+28,Offbalance,FXOP,CALLP     ,-1,ILS,"-17,220,000.00",15/02/2019,,,,0,0,"-50,723,232.00",0,,I_OPT_HEDG,,,
6394,2.46E+28,Offbalance,FXOP,CALLP     ,1,USD,"5,000,000.00",15/02/2019,,,,0,0,"53,079,712.00",0,,I_OPT_HEDG,,,
6395,2.46E+28,Offbalance,FXOP,PUTS      ,-1,ILS,"-17,000,000.00",15/02/2019,,,,0,0,"-6,789,715.00",0,,I_OPT_HEDG,,,
6396,2.46E+28,Offbalance,FXOP,PUTS      ,1,USD,"5,000,000.00",15/02/2019,,,,0,0,"7,197,097.90",0,,I_OPT_HEDG,,,
6397,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-5,000,000.00",24/02/2020,,,,0,0,"-35,701,710.54",0,,I_OPT_HEDG,,,
6398,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"17,695,000.00",24/02/2020,,,,0,0,"35,057,811.77",0,,I_OPT_HEDG,,,
6399,2.46E+28,Offbalance,FXOP,PUTP      ,-1,USD,"-5,000,000.00",24/02/2020,,,,0,0,"-35,701,710.54",0,,I_OPT_HEDG,,,
6400,2.46E+28,Offbalance,FXOP,PUTP      ,1,ILS,"17,695,000.00",24/02/2020,,,,0,0,"35,057,811.77",0,,I_OPT_HEDG,,,
6401,2.46E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,700,000.00",28/02/2028,F,,0,0,0.0294,"-20,560,698.55",0,,CY_BONDTRA,,,
6402,2.46E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,700,000.00",28/02/2028,V,26/11/2018,Q,1,0.0231,"20,550,474.03",0,,CY_BONDTRA,,,
6403,2.46E+28,Offbalance,IRSWP,IRS       ,-1,EUR,"-8,000,000.00",27/02/2023,V,26/02/2019,M,6,-0.0027,"-33,695,200.00",0,,CY_BONDTRA,,,
6404,2.46E+28,Offbalance,IRSWP,IRS       ,1,EUR,"8,000,000.00",27/02/2023,F,,0,0,0.0048,"34,196,014.79",0,,CY_BONDTRA,,,
6405,2.47E+28,Offbalance,FXOUT,SWFP      ,-1,ILS,"-432,800.00",21/02/2019,,,,0,0,"-432,529.19",0,,SALES_I   ,,,
6406,2.47E+28,Offbalance,FXOUT,SWFP      ,1,EUR,"100,000.00",21/02/2019,,,,0,0,"421,190.00",0,,SALES_I   ,,,
6407,2.47E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-2,000,000.00",1/3/2023,F,,0,0,0.0277,"-7,270,715.29",1,2.47E+28,CY_BONDTRA,1,,
6408,2.47E+28,Offbalance,IRSWP,IRS       ,1,USD,"2,000,000.00",1/3/2023,V,4/9/2018,Q,1,0.023,"7,250,604.51",0,,CY_BONDTRA,,,
6409,2.47E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-2,000,000.00",1/3/2023,V,4/9/2018,Q,1,0.023,"-7,250,604.51",1,2.17E+28,DROOM     ,1,,
6410,2.47E+28,Offbalance,IRSWP,IRS       ,1,USD,"2,000,000.00",1/3/2023,F,,0,0,0.0277,"7,271,899.57",1,2.47E+28,DROOM     ,1,,
6411,2.47E+28,Offbalance,IRSWP,IRS       ,-1,ZAR,"-60,000,000.00",23/02/2023,F,,0,0,0.076,"-14,653,547.26",0,,CY_BONDTRA,,,
6412,2.47E+28,Offbalance,IRSWP,IRS       ,1,ZAR,"60,000,000.00",23/02/2023,V,23/11/2018,Q,1,0.0702,"14,726,447.19",1,2.42E+28,CY_BONDTRA,1,,
6413,2.47E+28,Offbalance,IRSWP,IRS       ,-1,ZAR,"-100,000,000.00",23/02/2023,F,,0,0,0.076,"-24,422,578.76",0,,CY_BONDTRA,,,
6414,2.47E+28,Offbalance,IRSWP,IRS       ,1,ZAR,"100,000,000.00",23/02/2023,V,23/11/2018,Q,1,0.0702,"24,544,078.65",0,,CY_BONDTRA,,,
6415,2.47E+28,Offbalance,IRSWP,IRS       ,-1,USD,"-5,700,000.00",28/02/2028,F,,0,0,0.0287,"-20,436,895.99",1,2.47E+28,CY_BONDTRA,1,,
6416,2.47E+28,Offbalance,IRSWP,IRS       ,1,USD,"5,700,000.00",28/02/2028,V,28/11/2018,Q,1,0.0231,"20,550,142.54",0,,CY_BONDTRA,,,
6417,2.47E+28,Offbalance,FXOUT,SWFS      ,-1,USD,"-160,000,000.00",14/02/2019,,,,0,0,"-570,179,179.12",0,,FWD_ILS   ,,,
6418,2.47E+28,Offbalance,FXOUT,SWFS      ,1,ILS,"547,008,000.00",14/02/2019,,,,0,0,"546,686,463.65",0,,FWD_ILS   ,,,
